"""Lat""","""Long""","""Name"""
36.394993,127.344062,충남대학교
36.629307,127.456393,충북대학교
35.910626,128.604886,경북대학교
35.233749,129.080919,부산대학교
35.176363,126.905763,전남대학교
35.8444,127.12931,전북대학교
37.924275,127.761141,강원대학교
